Bedroom,Landsize,YearBuilt,RegionName
3,104,2002,Northern Metropolitan
3,285,1930,Northern Metropolitan
4,1459,2011,Northern Victoria
2,750,1975,Eastern Metropolitan
3,921,1980,Eastern Metropolitan
2,123,2005,Eastern Metropolitan
3,918,1975,Eastern Metropolitan
3,651,1977,Eastern Metropolitan
3,461,2005,Eastern Metropolitan
3,605,1977,Eastern Metropolitan
2,766,1950,Eastern Metropolitan
5,591,1950,Eastern Metropolitan
3,275,2003,Eastern Metropolitan
4,710,1970,Eastern Metropolitan
2,190,1970,Eastern Metropolitan
4,669,1965,Eastern Metropolitan
4,842,1960,Eastern Metropolitan
2,217,1985,Eastern Metropolitan
4,894,1950,Eastern Metropolitan
3,314,1989,Eastern Metropolitan
3,941,1950,Eastern Metropolitan
4,650,1960,Eastern Metropolitan
3,400,1950,Eastern Metropolitan
4,1633,1960,Eastern Metropolitan
3,576,2003,Eastern Metropolitan
3,277,2016,Eastern Metropolitan
3,674,1970,Eastern Metropolitan
2,209,1996,Eastern Metropolitan
3,446,1955,Eastern Metropolitan
4,773,1980,Eastern Metropolitan
4,710,1980,Eastern Metropolitan
4,671,1985,Eastern Metropolitan
4,710,1980,Eastern Metropolitan
2,722,1970,Southern Metropolitan
2,66,2005,Southern Metropolitan
2,785,1964,Southern Metropolitan
2,1453,1970,Southern Metropolitan
2,240,1910,Southern Metropolitan
2,164,1980,Eastern Metropolitan
4,843,1940,Eastern Metropolitan
3,213,2000,Eastern Metropolitan
3,1016,1950,Eastern Metropolitan
3,403,1950,Eastern Metropolitan
3,169,2010,Eastern Metropolitan
4,583,1970,Eastern Metropolitan
4,604,1950,Eastern Metropolitan
3,217,2006,Eastern Metropolitan
3,625,1960,Eastern Metropolitan
4,782,1950,Eastern Metropolitan
3,692,1950,Eastern Metropolitan
5,1850,1910,Eastern Metropolitan
3,776,1946,Eastern Metropolitan
4,629,1960,Eastern Metropolitan
2,83,1990,Eastern Metropolitan
3,323,2015,Eastern Metropolitan
3,927,1960,Eastern Metropolitan
3,606,1955,Eastern Metropolitan
2,151,1980,Eastern Metropolitan
3,454,1940,Eastern Metropolitan
3,627,1970,Eastern Metropolitan
3,355,1960,Eastern Metropolitan
2,190,1980,Eastern Metropolitan
3,468,1985,Eastern Metropolitan
5,694,1975,Eastern Metropolitan
3,609,1960,Eastern Metropolitan
4,621,1980,Eastern Metropolitan
4,635,1955,Eastern Metropolitan
3,696,1960,Eastern Metropolitan
4,762,1980,Eastern Metropolitan
4,630,1950,Eastern Metropolitan
4,502,2003,South-Eastern Metropolitan
3,551,2003,South-Eastern Metropolitan
4,353,2004,South-Eastern Metropolitan
4,624,2004,South-Eastern Metropolitan
4,558,2004,South-Eastern Metropolitan
4,312,2004,South-Eastern Metropolitan
4,603,2004,South-Eastern Metropolitan
4,620,2004,South-Eastern Metropolitan
4,549,2005,South-Eastern Metropolitan
4,560,2005,South-Eastern Metropolitan
3,197,2005,South-Eastern Metropolitan
3,363,2006,South-Eastern Metropolitan
4,383,2006,Northern Metropolitan
3,255,1996,Northern Metropolitan
3,640,1994,Northern Metropolitan
3,266,2000,Northern Metropolitan
3,400,1996,Northern Metropolitan
4,574,1997,Northern Metropolitan
4,417,1999,Northern Metropolitan
4,504,2000,Northern Metropolitan
3,532,2000,Northern Metropolitan
3,568,2003,Northern Metropolitan
3,372,2000,Northern Metropolitan
3,245,2004,Northern Metropolitan
4,553,2010,Northern Metropolitan
5,517,1998,Northern Metropolitan
3,487,1998,Northern Metropolitan
3,328,2004,Northern Metropolitan
3,409,1999,Northern Metropolitan
4,475,1995,Northern Metropolitan
3,558,2000,Northern Metropolitan
4,627,2000,Northern Metropolitan
4,602,1990,Northern Metropolitan
3,598,1993,Northern Metropolitan
3,245,2003,Northern Metropolitan
3,505,1990,Northern Metropolitan
4,610,2003,Northern Metropolitan
3,245,2000,Northern Metropolitan
4,560,1995,Northern Metropolitan
4,498,2000,Northern Metropolitan
4,530,1998,Northern Metropolitan
4,666,1996,Northern Metropolitan
4,517,1996,Northern Metropolitan
5,528,2006,South-Eastern Metropolitan
3,390,2006,South-Eastern Metropolitan
4,831,1945,Southern Metropolitan
4,604,1940,Southern Metropolitan
3,398,1920,Southern Metropolitan
4,381,2000,Southern Metropolitan
5,640,1980,Southern Metropolitan
4,709,2017,Southern Metropolitan
3,390,1950,Southern Metropolitan
2,208,1970,Southern Metropolitan
4,390,2004,Southern Metropolitan
4,404,1925,Southern Metropolitan
5,556,2012,Southern Metropolitan
4,503,1930,Southern Metropolitan
4,722,1890,Southern Metropolitan
5,553,1925,Southern Metropolitan
3,493,1915,Southern Metropolitan
4,563,1910,Southern Metropolitan
4,173,2010,Southern Metropolitan
4,675,2007,Southern Metropolitan
3,600,1950,Southern Metropolitan
4,758,1920,Southern Metropolitan
4,589,1917,Southern Metropolitan
4,573,1950,Southern Metropolitan
4,810,1990,Southern Metropolitan
3,474,1978,Southern Metropolitan
3,395,2000,Southern Metropolitan
4,1134,1970,Eastern Metropolitan
4,960,1985,Eastern Metropolitan
3,590,1981,Eastern Metropolitan
3,724,1980,Eastern Metropolitan
4,724,1985,Eastern Metropolitan
4,658,1975,Eastern Metropolitan
3,531,1985,Western Metropolitan
3,531,1990,Western Metropolitan
3,530,2000,Western Metropolitan
3,304,2007,South-Eastern Metropolitan
4,530,2007,South-Eastern Metropolitan
3,304,2007,South-Eastern Metropolitan
3,259,2007,South-Eastern Metropolitan
1,80,2007,South-Eastern Metropolitan
4,279,2008,South-Eastern Metropolitan
2,383,2008,South-Eastern Metropolitan
2,339,2009,South-Eastern Metropolitan
4,526,2010,South-Eastern Metropolitan
4,550,2010,South-Eastern Metropolitan
4,408,2010,South-Eastern Metropolitan
4,629,2010,South-Eastern Metropolitan
4,214,2010,South-Eastern Metropolitan
5,705,2005,Western Metropolitan
4,697,2005,Western Metropolitan
3,663,1970,Western Metropolitan
3,467,1946,Western Metropolitan
3,217,1910,Western Metropolitan
2,149,1920,Western Metropolitan
2,126,2011,Western Metropolitan
3,352,1890,Western Metropolitan
3,227,2015,Western Metropolitan
3,283,1940,Western Metropolitan
3,309,1910,Western Metropolitan
3,193,2000,Western Metropolitan
2,172,1900,Western Metropolitan
2,164,1910,Western Metropolitan
2,228,1930,Western Metropolitan
3,306,1900,Western Metropolitan
3,227,2015,Western Metropolitan
3,216,1890,Western Metropolitan
3,168,2012,Western Metropolitan
3,371,1910,Western Metropolitan
2,148,1912,Western Metropolitan
4,571,1920,Western Metropolitan
3,137,1890,Western Metropolitan
4,299,1910,Western Metropolitan
3,224,1900,Western Metropolitan
3,234,1900,Western Metropolitan
5,386,1890,Western Metropolitan
2,269,1900,Western Metropolitan
3,220,1920,Western Metropolitan
4,122,1950,Western Metropolitan
2,152,1910,Western Metropolitan
2,207,1910,Western Metropolitan
3,198,1910,Western Metropolitan
3,297,1920,Western Metropolitan
2,152,1910,Western Metropolitan
2,126,1890,Western Metropolitan
4,934,2014,Western Metropolitan
2,298,1900,Western Metropolitan
2,256,1900,Western Metropolitan
3,436,1910,Western Metropolitan
2,328,2016,Western Metropolitan
2,176,1914,Western Metropolitan
2,203,1930,Western Metropolitan
2,223,1910,Western Metropolitan
3,213,1900,Western Metropolitan
4,258,1900,Western Metropolitan
4,558,2010,South-Eastern Metropolitan
4,220,2010,South-Eastern Metropolitan
4,662,2016,Western Metropolitan
5,669,1950,Western Metropolitan
3,669,1950,Western Metropolitan
2,126,1975,Western Metropolitan
2,78,1980,Western Metropolitan
2,151,2011,Western Metropolitan
2,228,2000,Western Metropolitan
3,144,1980,Western Metropolitan
3,334,2003,Western Metropolitan
3,340,2000,Western Metropolitan
4,212,2013,Western Metropolitan
2,141,1900,Southern Metropolitan
5,190,1856,Southern Metropolitan
3,171,1890,Southern Metropolitan
3,138,1998,Southern Metropolitan
4,577,2009,Southern Metropolitan
3,181,1880,Southern Metropolitan
3,151,1900,Southern Metropolitan
2,131,1890,Southern Metropolitan
3,113,1910,Southern Metropolitan
3,88,1890,Southern Metropolitan
3,108,1890,Southern Metropolitan
3,204,1890,Southern Metropolitan
3,224,1890,Southern Metropolitan
3,161,1890,Southern Metropolitan
3,141,1890,Southern Metropolitan
3,234,1863,Southern Metropolitan
4,163,1890,Southern Metropolitan
1,84,1912,Southern Metropolitan
4,200,1860,Southern Metropolitan
2,115,1900,Southern Metropolitan
3,149,1900,Southern Metropolitan
3,276,1900,Southern Metropolitan
2,438,1900,Southern Metropolitan
2,102,1880,Southern Metropolitan
2,91,1970,Southern Metropolitan
3,197,1900,Southern Metropolitan
2,327,2004,Southern Metropolitan
1,74,1900,Southern Metropolitan
2,1646,2012,Southern Metropolitan
3,81,1998,Southern Metropolitan
3,216,1860,Southern Metropolitan
3,195,1857,Southern Metropolitan
2,64,2000,Southern Metropolitan
4,153,1900,Southern Metropolitan
4,280,1890,Southern Metropolitan
2,109,1900,Southern Metropolitan
1,67,1900,Southern Metropolitan
3,111,2003,Southern Metropolitan
3,104,1890,Southern Metropolitan
4,443,1877,Southern Metropolitan
2,130,1880,Southern Metropolitan
4,624,2005,Northern Metropolitan
3,492,2007,Northern Metropolitan
5,700,2010,Northern Metropolitan
3,545,2005,Northern Metropolitan
3,155,2011,Northern Metropolitan
4,609,2005,Northern Metropolitan
2,305,1999,Northern Metropolitan
3,330,2008,Northern Metropolitan
3,806,1985,Northern Metropolitan
4,196,2008,Northern Metropolitan
5,582,2000,Northern Metropolitan
4,444,2008,Northern Metropolitan
4,640,2004,Northern Metropolitan
4,588,2002,Northern Metropolitan
3,450,1995,Northern Metropolitan
3,146,2014,Northern Metropolitan
3,634,1990,Northern Metropolitan
4,449,2004,Northern Metropolitan
5,832,2009,Northern Metropolitan
4,326,2009,Northern Metropolitan
4,512,2015,Northern Metropolitan
4,568,2002,Northern Metropolitan
3,348,1995,Northern Metropolitan
3,313,2009,Northern Metropolitan
4,372,2009,Northern Metropolitan
4,652,1995,Northern Metropolitan
5,557,2005,Northern Metropolitan
4,517,2013,Northern Metropolitan
4,714,2007,Northern Metropolitan
1,480,1930,Southern Metropolitan
3,163,2016,Southern Metropolitan
3,194,1890,Southern Metropolitan
3,154,1920,Southern Metropolitan
2,163,1900,Southern Metropolitan
3,149,2003,Southern Metropolitan
2,181,1990,Southern Metropolitan
3,211,1906,Southern Metropolitan
2,176,1940,Southern Metropolitan
2,17200,2000,Southern Metropolitan
2,132,1900,Southern Metropolitan
2,181,1990,Southern Metropolitan
2,176,1930,Southern Metropolitan
2,146,1910,Southern Metropolitan
2,225,1890,Southern Metropolitan
3,141,1990,Southern Metropolitan
2,2122,1960,Southern Metropolitan
3,221,1890,Southern Metropolitan
3,191,1890,Southern Metropolitan
3,80,2003,Southern Metropolitan
3,215,1910,Southern Metropolitan
3,350,1880,Southern Metropolitan
4,446,1900,Southern Metropolitan
3,358,1915,Southern Metropolitan
3,178,1894,Southern Metropolitan
1,14500,2011,Southern Metropolitan
2,367,1985,Southern Metropolitan
3,510,1900,Southern Metropolitan
2,17200,2000,Southern Metropolitan
2,742,1950,Southern Metropolitan
4,141,1880,Southern Metropolitan
2,161,1900,Southern Metropolitan
2,5467,1970,Southern Metropolitan
2,17200,2000,Southern Metropolitan
1,775,1960,Southern Metropolitan
2,208,1880,Southern Metropolitan
3,913,1996,Southern Metropolitan
4,564,1920,Southern Metropolitan
3,136,1993,Southern Metropolitan
2,876,1972,Southern Metropolitan
2,17200,2003,Southern Metropolitan
4,176,1880,Southern Metropolitan
2,17200,2000,Southern Metropolitan
3,223,1999,Southern Metropolitan
3,153,1996,Southern Metropolitan
3,238,1995,Southern Metropolitan
2,127,2000,Southern Metropolitan
3,343,1900,Southern Metropolitan
3,205,1910,Southern Metropolitan
3,141,1995,Southern Metropolitan
4,436,1905,Southern Metropolitan
3,277,1895,Southern Metropolitan
4,237,1900,Southern Metropolitan
3,217,1930,Southern Metropolitan
1,3878,2012,Southern Metropolitan
2,2955,2013,Southern Metropolitan
3,199,1947,Southern Metropolitan
1,760,2007,Southern Metropolitan
1,1826,2010,Southern Metropolitan
2,3634,1993,Southern Metropolitan
2,8888,1994,Southern Metropolitan
2,3901,1996,Southern Metropolitan
3,353,1890,Western Metropolitan
2,562,1950,Western Metropolitan
3,274,1910,Western Metropolitan
4,830,1920,Western Metropolitan
4,532,1965,Western Metropolitan
3,320,1940,Western Metropolitan
3,326,1991,Western Metropolitan
4,389,1990,Western Metropolitan
3,690,1950,Western Metropolitan
3,472,1950,Western Metropolitan
3,278,2015,Western Metropolitan
2,502,1950,Western Metropolitan
4,389,1990,Western Metropolitan
2,526,1950,Western Metropolitan
4,742,2000,Western Metropolitan
1,89,1980,Western Metropolitan
3,221,2003,Western Metropolitan
3,305,1900,Western Metropolitan
2,174,1900,Western Metropolitan
2,361,1910,Western Metropolitan
4,441,1950,Western Metropolitan
3,390,1915,Western Metropolitan
4,367,2006,Western Metropolitan
4,460,2010,South-Eastern Metropolitan
4,448,2010,South-Eastern Metropolitan
2,506,2011,South-Eastern Metropolitan
3,160,2000,Western Metropolitan
3,388,1992,Western Metropolitan
3,563,1989,Western Metropolitan
4,559,1970,Western Metropolitan
3,674,1960,Western Metropolitan
2,419,1975,Western Metropolitan
3,606,1965,Western Metropolitan
3,557,1985,Western Metropolitan
4,447,1996,Western Metropolitan
3,539,1960,Western Metropolitan
3,585,1955,Western Metropolitan
3,583,1960,Western Metropolitan
3,512,2000,Western Metropolitan
3,534,1980,Western Metropolitan
4,582,1984,Western Metropolitan
4,535,1990,Western Metropolitan
4,612,1960,Western Metropolitan
3,533,1960,Western Metropolitan
3,597,1970,Western Metropolitan
3,240,2007,Western Metropolitan
3,478,1968,Western Metropolitan
5,1348,2005,Eastern Metropolitan
2,683,1940,Southern Metropolitan
2,1458,1920,Southern Metropolitan
2,123,1900,Southern Metropolitan
3,361,2016,Southern Metropolitan
2,797,1970,Southern Metropolitan
4,436,1880,Southern Metropolitan
1,1659,1960,Southern Metropolitan
2,841,2006,Southern Metropolitan
3,248,2000,Southern Metropolitan
1,1286,1975,Southern Metropolitan
2,1034,1950,Southern Metropolitan
3,367,1868,Southern Metropolitan
2,201,1915,Southern Metropolitan
3,124,2000,Southern Metropolitan
3,128,2002,Southern Metropolitan
1,1409,2000,Southern Metropolitan
1,954,1945,Southern Metropolitan
4,507,1890,Southern Metropolitan
5,657,1900,Southern Metropolitan
2,1155,1995,Southern Metropolitan
5,436,1910,Southern Metropolitan
2,5530,2001,Southern Metropolitan
3,384,1915,Southern Metropolitan
4,420,1910,Southern Metropolitan
4,402,1914,Southern Metropolitan
3,176,1880,Southern Metropolitan
1,2335,2002,Southern Metropolitan
3,1039,2006,Southern Metropolitan
2,124,1908,Southern Metropolitan
1,2422,1970,Southern Metropolitan
2,2920,2006,Southern Metropolitan
1,1236,1968,Southern Metropolitan
2,135,1930,Southern Metropolitan
3,460,1955,Southern Metropolitan
2,455,1890,Southern Metropolitan
2,165,1910,Southern Metropolitan
2,194,1890,Southern Metropolitan
2,1123,1920,Southern Metropolitan
1,980,1920,Southern Metropolitan
1,548,2009,Southern Metropolitan
2,463,1960,Southern Metropolitan
4,613,1910,Southern Metropolitan
4,324,1890,Southern Metropolitan
4,350,1980,Southern Metropolitan
3,263,1920,Southern Metropolitan
4,596,1880,Southern Metropolitan
4,607,1990,Western Metropolitan
3,649,1950,Western Metropolitan
3,654,1950,Western Metropolitan
3,378,2000,Western Metropolitan
4,908,1960,Western Metropolitan
5,617,1990,Western Metropolitan
5,502,2012,Western Metropolitan
3,211,1980,Western Metropolitan
3,254,2004,Western Metropolitan
3,794,1970,Western Metropolitan
3,606,1950,Western Metropolitan
3,722,1950,Western Metropolitan
3,250,2016,Western Metropolitan
3,696,1950,Western Metropolitan
3,692,1960,Western Metropolitan
5,755,2009,Western Metropolitan
3,650,1930,Western Metropolitan
4,689,1977,Western Metropolitan
3,371,2014,Western Metropolitan
5,533,1965,Western Metropolitan
4,543,1960,Western Metropolitan
3,653,1940,Western Metropolitan
2,213,1990,Western Metropolitan
2,184,1990,Western Metropolitan
3,288,1970,Western Metropolitan
4,750,1960,Western Metropolitan
7,608,1999,Western Metropolitan
4,861,1955,Western Metropolitan
3,824,1935,Western Metropolitan
3,571,1960,Western Metropolitan
4,224,1950,Western Metropolitan
4,738,1960,Western Metropolitan
4,696,1980,Western Metropolitan
4,439,2003,Western Metropolitan
4,873,1980,Western Metropolitan
3,604,1998,Western Metropolitan
3,517,1925,Western Metropolitan
2,717,1950,Western Metropolitan
3,154,2012,Western Metropolitan
3,305,2008,Western Metropolitan
4,686,2009,Western Metropolitan
3,607,1950,Western Metropolitan
5,1076,2015,Western Metropolitan
4,697,2012,Western Metropolitan
4,528,1966,Western Metropolitan
3,534,1960,Western Metropolitan
3,306,2010,Western Metropolitan
4,808,1970,Western Metropolitan
3,600,1980,Western Metropolitan
3,639,1990,Western Metropolitan
4,613,2011,Western Metropolitan
3,466,1985,Western Metropolitan
3,852,1960,Western Metropolitan
4,587,1986,Western Metropolitan
4,581,1960,Western Metropolitan
3,678,1975,Western Metropolitan
3,606,1994,Western Metropolitan
2,143,1999,Western Metropolitan
3,563,1994,Western Metropolitan
3,755,1996,Western Metropolitan
4,693,1995,Western Metropolitan
4,650,1995,Western Metropolitan
3,664,1975,Western Metropolitan
3,515,1991,Western Metropolitan
3,573,1965,Western Metropolitan
3,729,2001,Western Metropolitan
5,615,2000,Western Metropolitan
4,738,2000,Western Metropolitan
4,1007,1980,Western Metropolitan
3,807,1970,Western Metropolitan
3,689,1965,Western Metropolitan
3,744,2010,Western Metropolitan
4,944,2000,Western Metropolitan
3,705,1986,Western Metropolitan
3,647,1982,Western Metropolitan
4,1044,2003,Western Metropolitan
3,711,1986,Western Metropolitan
5,724,2002,Western Metropolitan
3,566,1975,Western Metropolitan
4,668,1990,Western Metropolitan
3,608,2005,Western Metropolitan
4,571,2010,Western Metropolitan
4,701,1975,Western Metropolitan
4,641,1983,Western Metropolitan
3,828,1986,Western Metropolitan
3,689,1988,Western Metropolitan
3,702,1998,Western Metropolitan
3,649,1980,Western Metropolitan
3,688,1970,Western Metropolitan
4,630,2009,Western Metropolitan
4,609,2000,Western Metropolitan
3,651,1980,Western Metropolitan
3,705,1965,Western Metropolitan
3,513,1955,Western Metropolitan
4,803,2002,Western Metropolitan
2,225,2000,Western Metropolitan
3,558,1925,Western Metropolitan
3,589,1960,Western Metropolitan
2,204,2008,Western Metropolitan
4,631,1960,Western Metropolitan
3,505,1970,Western Metropolitan
3,224,1985,Western Metropolitan
3,351,2002,Western Metropolitan
2,155,1940,Western Metropolitan
3,459,1955,Western Metropolitan
3,616,1930,Western Metropolitan
3,542,1950,Western Metropolitan
3,511,1958,Western Metropolitan
2,153,1970,Western Metropolitan
3,119,2009,Western Metropolitan
4,668,1930,Western Metropolitan
3,462,1956,Western Metropolitan
4,504,2005,Western Metropolitan
3,535,1970,Western Metropolitan
4,430,1945,Western Metropolitan
3,655,1940,Western Metropolitan
3,203,1950,Western Metropolitan
3,301,1950,Western Metropolitan
3,653,1992,Western Metropolitan
3,563,1965,Western Metropolitan
3,486,1943,Western Metropolitan
3,518,1960,Western Metropolitan
4,603,1950,Western Metropolitan
4,654,1950,Western Metropolitan
3,557,1960,Western Metropolitan
3,483,1950,Western Metropolitan
3,462,1930,Western Metropolitan
3,572,1950,Western Metropolitan
4,567,1950,Western Metropolitan
3,631,1965,Western Metropolitan
3,508,1950,Western Metropolitan
3,446,1910,Western Metropolitan
3,206,1985,Western Metropolitan
3,703,1950,Western Metropolitan
2,418,1940,Western Metropolitan
3,554,1985,Western Metropolitan
4,446,1940,Western Metropolitan
2,531,1958,Western Metropolitan
3,474,1961,Western Metropolitan
4,585,1950,Western Metropolitan
3,695,1970,Western Metropolitan
3,515,1940,Western Metropolitan
3,441,1956,Western Metropolitan
4,635,1975,Western Metropolitan
2,615,1970,Western Metropolitan
3,707,1940,Western Metropolitan
4,786,1999,Western Metropolitan
3,538,1975,Western Metropolitan
3,251,1945,Western Metropolitan
3,221,2011,Western Metropolitan
3,546,1978,Western Metropolitan
2,343,1960,Western Metropolitan
3,528,1990,Western Metropolitan
4,581,1950,Western Metropolitan
3,751,1960,Western Metropolitan
4,615,1955,Western Metropolitan
2,968,1950,Western Metropolitan
5,661,1960,Western Metropolitan
4,665,1980,Western Metropolitan
3,546,1960,Western Metropolitan
6,588,1955,Western Metropolitan
3,471,1950,Western Metropolitan
4,283,2005,Western Metropolitan
3,331,1995,Western Metropolitan
3,608,1960,Western Metropolitan
4,600,1975,Western Metropolitan
5,561,1960,Western Metropolitan
3,527,1970,Western Metropolitan
3,526,1920,Western Metropolitan
3,533,1960,Western Metropolitan
3,695,2018,Western Metropolitan
3,624,1955,Western Metropolitan
3,575,1970,Western Metropolitan
2,612,1970,Western Metropolitan
3,697,1964,Western Metropolitan
3,696,1960,Western Metropolitan
3,656,1970,Western Metropolitan
3,541,1970,Western Metropolitan
3,333,2012,Western Metropolitan
3,344,2004,Western Metropolitan
3,603,1950,Western Metropolitan
3,691,1960,Western Metropolitan
3,701,1960,Western Metropolitan
3,367,1970,Western Metropolitan
3,700,1950,Western Metropolitan
3,694,1960,Western Metropolitan
3,655,1978,Western Metropolitan
4,672,1970,Western Metropolitan
3,836,1975,Western Metropolitan
3,805,1995,Western Metropolitan
3,534,1970,Western Metropolitan
3,726,1966,Western Metropolitan
3,695,1950,Western Metropolitan
3,697,1970,Western Metropolitan
3,482,1955,Western Metropolitan
4,759,1975,Western Metropolitan
4,616,1970,Western Metropolitan
3,627,1970,Western Metropolitan
3,582,1970,Western Metropolitan
3,240,2011,Western Metropolitan
5,596,1997,Western Metropolitan
4,651,1975,Western Metropolitan
3,612,1970,Western Metropolitan
4,332,2006,Western Metropolitan
3,573,1970,Western Metropolitan
3,534,1975,Western Metropolitan
3,305,2006,Western Metropolitan
4,696,1999,Western Metropolitan
3,613,1974,Western Metropolitan
3,283,1970,Western Metropolitan
3,358,1999,Western Metropolitan
3,694,1950,Western Metropolitan
3,1143,1980,Western Metropolitan
3,650,1965,Western Metropolitan
4,534,1970,Western Metropolitan
3,520,1968,Western Metropolitan
3,695,1970,Western Metropolitan
3,664,1970,Western Metropolitan
3,538,1970,Western Metropolitan
4,515,2014,Western Metropolitan
3,557,1970,Western Metropolitan
3,603,1955,Western Metropolitan
3,166,2013,Western Metropolitan
3,152,2013,Western Metropolitan
3,252,1992,Southern Metropolitan
3,677,1948,Southern Metropolitan
5,612,1970,Southern Metropolitan
3,949,1910,Southern Metropolitan
5,632,1950,Southern Metropolitan
4,734,1920,Southern Metropolitan
4,702,1927,Southern Metropolitan
1,951,1970,Southern Metropolitan
2,437,1890,Southern Metropolitan
4,536,1930,Southern Metropolitan
4,713,1928,Southern Metropolitan
4,619,1930,Southern Metropolitan
2,170,1960,Southern Metropolitan
3,763,1930,Southern Metropolitan
5,693,1930,Southern Metropolitan
3,735,1920,Southern Metropolitan
5,1025,1915,Southern Metropolitan
6,650,1997,Southern Metropolitan
4,783,1920,Southern Metropolitan
5,641,2001,Southern Metropolitan
4,596,1930,Southern Metropolitan
4,401,1970,Southern Metropolitan
4,771,2000,Southern Metropolitan
5,735,1920,Southern Metropolitan
4,809,1950,Southern Metropolitan
3,247,2005,Southern Metropolitan
2,165,1970,Southern Metropolitan
1,88,1997,Southern Metropolitan
3,457,1930,Southern Metropolitan
2,101,1975,Southern Metropolitan
0,335,2013,Southern Metropolitan
4,486,1890,Southern Metropolitan
4,867,1950,Southern Metropolitan
4,715,1920,Southern Metropolitan
2,681,1968,Southern Metropolitan
2,102,1970,Southern Metropolitan
4,383,1880,Southern Metropolitan
2,156,1960,Southern Metropolitan
4,779,2014,Southern Metropolitan
3,808,1970,Southern Metropolitan
4,579,1900,Southern Metropolitan
2,124,1985,Southern Metropolitan
3,441,1910,Southern Metropolitan
4,924,1920,Southern Metropolitan
3,226,2004,Southern Metropolitan
3,585,1930,Southern Metropolitan
5,777,1925,Southern Metropolitan
3,217,1970,Southern Metropolitan
3,267,2000,Southern Metropolitan
3,217,1970,Southern Metropolitan
4,1064,1969,Southern Metropolitan
2,226,1980,Southern Metropolitan
4,773,1900,Southern Metropolitan
2,180,1970,Southern Metropolitan
3,347,2013,Southern Metropolitan
2,269,1910,Southern Metropolitan
4,764,1930,Southern Metropolitan
2,323,1980,Southern Metropolitan
4,600,1886,Southern Metropolitan
5,739,1927,Southern Metropolitan
3,516,1910,Southern Metropolitan
2,193,1970,Southern Metropolitan
2,1501,1960,Southern Metropolitan
5,735,1945,Southern Metropolitan
3,841,1960,Southern Metropolitan
3,385,1993,Southern Metropolitan
5,593,2016,Southern Metropolitan
4,1005,1920,Southern Metropolitan
3,438,1906,Southern Metropolitan
5,1011,1910,Southern Metropolitan
5,754,1905,Southern Metropolitan
4,416,2014,Southern Metropolitan
3,628,1950,Southern Metropolitan
4,1227,1902,Southern Metropolitan
4,751,1888,Southern Metropolitan
5,923,1977,Southern Metropolitan
4,873,1940,Southern Metropolitan
4,596,1963,Southern Metropolitan
5,902,2009,Southern Metropolitan
4,844,1925,Southern Metropolitan
3,383,1997,Southern Metropolitan
4,444,1910,Southern Metropolitan
3,338,2000,Western Metropolitan
4,1017,2000,Western Metropolitan
3,360,2000,Western Metropolitan
3,662,2004,Western Metropolitan
5,730,1997,Western Metropolitan
3,407,2010,Western Metropolitan
4,462,2012,Western Metropolitan
4,448,2008,Western Metropolitan
4,371,2006,Western Metropolitan
3,400,2009,Western Metropolitan
3,326,2012,Western Metropolitan
4,498,2010,Western Metropolitan
4,452,2009,Western Metropolitan
4,448,2010,Western Metropolitan
3,351,2013,Western Metropolitan
5,550,2010,Western Metropolitan
3,355,2008,Western Metropolitan
3,666,2005,Western Metropolitan
3,431,2008,Western Metropolitan
4,724,2002,Western Metropolitan
3,389,2005,Western Metropolitan
3,343,2011,Western Metropolitan
5,450,2011,Western Metropolitan
3,251,2009,Western Metropolitan
4,663,2005,Western Metropolitan
4,655,2004,Western Metropolitan
3,408,2009,Western Metropolitan
4,594,2002,Western Metropolitan
4,618,2006,Western Metropolitan
4,704,2010,Western Metropolitan
4,666,2003,Western Metropolitan
4,596,2003,Western Metropolitan
4,630,2005,Western Metropolitan
4,601,2005,Western Metropolitan
3,621,1998,Western Metropolitan
3,665,1990,Western Metropolitan
5,663,1996,Western Metropolitan
4,724,1990,Western Metropolitan
3,198,2004,Western Metropolitan
3,677,1980,Western Metropolitan
4,712,1998,Western Metropolitan
4,700,2000,Western Metropolitan
5,640,1998,Western Metropolitan
3,650,1991,Western Metropolitan
4,641,1989,Western Metropolitan
4,652,1980,Western Metropolitan
4,700,2007,Western Metropolitan
3,809,1975,Eastern Metropolitan
4,883,2005,Eastern Metropolitan
4,682,1995,Eastern Metropolitan
4,896,1985,Eastern Metropolitan
4,646,1980,Eastern Metropolitan
5,787,1990,Eastern Metropolitan
4,1025,1980,Eastern Metropolitan
5,4001,1995,Eastern Metropolitan
4,779,1980,Eastern Metropolitan
4,689,2012,Eastern Metropolitan
5,807,2000,Eastern Metropolitan
4,520,1980,Eastern Metropolitan
4,345,1950,Eastern Metropolitan
3,960,1985,Eastern Metropolitan
4,646,1980,Eastern Metropolitan
6,4046,1980,Eastern Metropolitan
4,378,2012,Eastern Metropolitan
5,585,1992,Eastern Metropolitan
4,650,1980,Eastern Metropolitan
4,781,1985,Eastern Metropolitan
5,811,1990,Eastern Metropolitan
4,680,1980,Eastern Metropolitan
4,309,2000,Eastern Metropolitan
4,845,1980,Eastern Metropolitan
5,831,1990,Eastern Metropolitan
4,781,1980,Eastern Metropolitan
3,722,1975,Eastern Metropolitan
3,751,1968,Eastern Metropolitan
4,420,2013,Eastern Metropolitan
3,327,1975,Eastern Metropolitan
